training_mse,test_mse
0.060479313135147095,0.0332203209400177
0.020234251394867897,0.03219405189156532
0.019478898495435715,0.03253348171710968
0.01912064291536808,0.03176329284906387
0.018918169662356377,0.030810313299298286
0.018740860745310783,0.031588342040777206
0.018540143966674805,0.031481362879276276
0.01827850379049778,0.029540378600358963
0.017970344051718712,0.030566515401005745
0.01773221604526043,0.031278036534786224
0.017574673518538475,0.030411753803491592
0.017497247084975243,0.029069919139146805
0.01738259755074978,0.031139129772782326
0.017302261665463448,0.029760878533124924
0.017262056469917297,0.029587481170892715
0.017213817685842514,0.029853740707039833
0.017123067751526833,0.030767271295189857
0.017105119302868843,0.03054552711546421
0.017051054164767265,0.030517518520355225
0.017025606706738472,0.030370138585567474
0.01699608564376831,0.0304024126380682
0.016959890723228455,0.030774211511015892
0.01695128343999386,0.02968953177332878
0.01693866215646267,0.030955685302615166
0.016886895522475243,0.031194807961583138
0.016915960237383842,0.030738579109311104
0.016876934096217155,0.030941680073738098
0.01690109632909298,0.032015446573495865
0.016859181225299835,0.032188594341278076
0.016818569973111153,0.031150436028838158
0.016864242032170296,0.030333995819091797
0.016814708709716797,0.030391506850719452
0.016824962571263313,0.03124593198299408
0.016832133755087852,0.03130749613046646
0.016781939193606377,0.031060950830578804
0.01680997759103775,0.030635105445981026
0.016816236078739166,0.031514935195446014
0.016784466803073883,0.03177289292216301
0.01675637997686863,0.031417738646268845
0.016780028119683266,0.031741660088300705
0.016768811270594597,0.030957471579313278
0.01680127903819084,0.03066784329712391
0.016782628372311592,0.031192928552627563
0.016738269478082657,0.031800683587789536
0.01671888306736946,0.03145627677440643
0.01672675646841526,0.03272101283073425
0.01675349287688732,0.03080546110868454
0.01671297661960125,0.03143121302127838
0.016700154170393944,0.03156879171729088
0.016745660454034805,0.030898800119757652
0.01668720506131649,0.03158697858452797
0.01670221984386444,0.03156653791666031
0.016657542437314987,0.03094724379479885
0.01667698659002781,0.031177770346403122
0.016691407188773155,0.030677136033773422
0.016648149117827415,0.03171853348612785
0.016659485176205635,0.030748629942536354
0.016665618866682053,0.0312045831233263
0.016651799902319908,0.03084113821387291
0.01662963442504406,0.031318146735429764
0.016632987186312675,0.03118448704481125
0.016622601076960564,0.031271468847990036
0.016597053036093712,0.03128606453537941
0.016562653705477715,0.03067421168088913
0.016587980091571808,0.031401101499795914
0.016588207334280014,0.0315963439643383
0.016609909012913704,0.032094184309244156
0.016533443704247475,0.03088662214577198
0.016559766605496407,0.03108873963356018
0.016521349549293518,0.03072287328541279
0.016532422974705696,0.03198740631341934
0.016551248729228973,0.03057294338941574
0.016491122543811798,0.031611472368240356
0.016475357115268707,0.031121131032705307
0.016451284289360046,0.03128993883728981
0.016459163278341293,0.031134340912103653
0.016445763409137726,0.03151464834809303
0.0164254792034626,0.031461331993341446
0.016429297626018524,0.030693424865603447
0.01639142446219921,0.03126393258571625
0.01636987365782261,0.03112856112420559
0.01634560152888298,0.03169142082333565
0.016373608261346817,0.03044036589562893
0.016332313418388367,0.03140800818800926
0.016328539699316025,0.031925879418849945
0.016329439356923103,0.031273677945137024
0.016282059252262115,0.032383766025304794
0.016297126188874245,0.03122682496905327
0.01629510149359703,0.0320279486477375
0.016267044469714165,0.03240635246038437
0.01626049354672432,0.031397800892591476
0.016238989308476448,0.03151805326342583
0.016240136697888374,0.03134792670607567
0.016253478825092316,0.03098195232450962
0.016205033287405968,0.030647769570350647
0.016200751066207886,0.03191261738538742
0.01620548963546753,0.030875351279973984
0.016190873458981514,0.033001404255628586
0.01618228852748871,0.030444534495472908
0.01615382730960846,0.030997445806860924
